Annual_Rainfall,Seasonal_Rainfall,Cloud_Visibility,Humidity,Temperature,Wind_Speed,Flood_Occurred
2826.6,1445.7,4.59,59.9,31.5,11.0,1
2644.6,951.3,6.56,50.5,27.0,25.5,0
2934.7,2015.6,3.59,71.3,26.5,24.5,1
1825.3,820.6,5.95,52.4,36.2,16.0,0
3122.2,1695.2,5.49,67.9,28.8,23.7,1
2338.3,1411.4,5.51,61.4,28.3,17.5,0
3652.7,2096.5,2.76,72.1,24.4,27.7,1
1717.6,1170.2,5.11,53.7,30.8,15.0,0
3415.2,2074.7,4.34,78.3,30.4,19.9,1
2338.5,1044.5,5.54,56.9,32.2,17.8,0
1744.0,1415.1,3.99,61.2,28.0,25.5,0
1861.3,1067.1,5.08,52.3,30.6,23.2,0
1975.8,1051.7,6.56,48.5,34.6,17.6,0
2496.9,1662.1,4.67,74.0,31.4,20.6,1
2566.0,1488.1,4.49,66.7,26.2,20.7,1
1798.4,1075.3,8.07,47.2,21.9,20.1,0
2183.0,1853.5,4.44,73.7,28.7,26.4,1
3699.6,1912.6,3.42,75.6,30.0,17.5,1
3409.3,1745.1,3.58,68.2,24.7,25.9,1
2505.4,1413.0,3.39,71.8,28.7,18.1,1
2226.6,1510.9,4.85,65.0,27.8,20.5,0
2284.0,843.3,5.99,44.8,30.4,21.1,0
2629.5,826.0,7.01,55.2,28.5,17.2,1
1484.0,711.7,7.08,52.7,34.2,17.6,0
2019.8,714.9,6.76,47.6,30.8,9.7,0
1032.0,515.0,5.16,51.5,28.2,19.9,0
2479.5,1513.2,4.83,53.8,31.3,20.8,1
2653.0,1175.6,5.82,64.4,25.5,15.5,1
1861.8,705.2,5.94,45.8,34.2,18.6,0
3301.8,1843.5,5.43,63.1,30.8,34.1,1
1342.0,877.0,6.16,53.1,34.2,6.0,0
1174.9,407.2,6.38,49.0,30.6,5.5,0
2357.1,1528.4,4.01,65.0,27.0,32.8,1
2933.0,1900.8,4.26,65.4,27.9,21.4,1
3378.7,2245.1,3.81,72.2,26.6,22.0,1
1878.8,1308.0,6.32,53.8,27.1,14.8,0
2955.1,2406.1,2.56,76.5,24.8,29.0,1
2173.0,1102.3,4.7,63.8,28.4,30.0,0
2079.2,1170.9,5.28,58.4,25.8,10.7,0
2818.6,1409.4,5.01,67.3,30.8,15.5,1
2656.6,1461.8,3.42,71.7,28.5,14.2,1
1096.5,804.8,5.05,49.1,29.2,17.0,0
3233.6,1256.6,5.72,58.6,25.8,22.5,1
3166.1,1414.2,2.71,75.3,25.3,25.8,1
1762.1,1260.4,5.51,68.5,34.9,19.8,0
2477.1,1665.6,4.99,56.1,26.3,32.6,1
2545.8,1289.3,3.64,62.6,30.9,11.9,1
2382.5,1554.6,4.22,64.4,28.9,11.9,1
1814.8,1072.4,5.36,61.8,21.2,22.9,0
1729.9,1262.9,4.98,55.4,34.5,16.0,0
2182.1,1219.7,5.53,54.1,31.3,6.7,0
3020.9,2033.3,4.68,67.9,25.0,17.7,1
2580.5,2237.4,3.54,71.7,26.8,22.3,1
1940.6,1206.6,4.09,63.9,25.8,11.0,0
2740.2,1523.3,4.91,56.9,34.0,10.6,1
400.0,254.7,8.17,40.3,28.7,8.2,0
3004.1,1520.6,6.76,53.2,27.0,10.3,1
982.2,821.7,3.79,59.0,27.9,16.5,0
1946.3,1112.5,5.68,65.1,29.7,2.7,0
1416.2,732.5,6.31,49.5,34.4,12.7,0
1293.7,581.8,7.09,47.4,36.0,14.4,0
3012.6,2053.6,3.14,75.0,26.1,19.2,1
1872.6,1224.8,3.12,68.1,30.3,21.6,0
2442.6,1197.6,5.49,61.3,29.5,6.6,0
2167.2,1341.8,4.5,56.9,26.0,11.5,1
2533.9,935.0,5.21,45.0,37.1,11.4,0
2253.8,1289.6,4.46,53.6,33.1,19.6,1
1301.9,786.8,6.33,52.8,30.8,13.8,0
2897.4,2187.2,3.93,70.4,31.7,33.4,1
1854.4,848.4,6.33,54.5,33.7,8.0,0
1110.4,440.4,7.23,43.6,31.2,2.1,0
1900.3,841.0,5.9,46.9,31.1,23.5,0
3250.5,1266.4,5.52,52.8,33.6,6.7,1
2795.2,1985.7,2.82,80.6,24.6,23.4,1
1955.9,1439.3,4.25,68.0,33.7,10.4,0
1955.5,1150.7,3.78,68.5,28.7,2.2,1
1974.9,1375.6,4.99,64.9,33.4,13.6,1
3653.7,2068.3,4.78,69.9,27.3,25.2,1
2467.4,1328.9,3.77,68.8,30.0,8.3,1
2501.0,1275.6,6.11,59.8,29.0,18.7,1
2921.2,1497.9,4.69,64.9,27.0,21.1,1
2367.2,862.3,5.97,53.3,29.2,5.3,0
2018.7,1174.3,5.12,40.8,33.5,13.3,0
2062.6,1124.4,3.2,67.3,22.5,23.9,1
2149.9,1374.7,4.81,64.5,25.1,19.8,1
2173.9,1220.1,5.65,61.2,27.0,13.4,0
2709.3,1437.2,4.29,62.2,25.5,18.7,1
2236.4,996.2,6.8,56.6,34.3,9.6,0
2712.8,1515.6,5.51,60.2,32.3,23.3,1
2143.5,1368.8,3.93,65.2,30.6,22.5,1
2255.0,930.9,6.22,46.8,28.0,14.0,0
801.3,449.1,8.35,48.2,35.0,12.0,0
2841.4,1642.2,3.23,69.2,23.5,11.4,1
2442.5,1132.9,5.81,56.6,35.8,6.4,0
2898.6,1389.8,4.46,64.1,26.8,13.7,1
400.0,231.1,7.8,37.7,30.7,8.8,0
3661.9,1516.0,6.09,58.0,27.2,23.0,1
2102.3,1244.5,4.71,61.0,25.9,20.6,0
2975.7,1316.9,5.61,64.8,34.8,16.6,1
1472.1,997.4,8.1,44.4,32.1,20.8,0
2628.9,2183.4,3.38,77.4,30.7,14.8,1
1462.6,653.4,6.96,47.0,26.8,18.2,0
1763.4,1082.9,5.0,55.9,30.1,9.4,0
3539.8,1638.2,5.04,57.7,29.8,24.8,1
2066.5,1394.7,5.09,56.8,29.6,15.9,0
2352.2,936.6,5.87,60.5,26.4,1.4,0
2809.0,1707.0,5.3,67.0,31.3,22.1,1
2547.0,1134.0,5.38,55.5,29.8,19.3,0
2305.3,1210.7,6.45,58.3,26.4,12.2,0
2455.5,1046.7,6.47,59.4,24.0,11.8,0
3882.4,2518.4,3.48,82.2,28.1,21.4,1
2159.7,970.9,5.2,54.8,37.1,2.0,0
2340.8,1442.5,3.84,69.2,25.7,2.1,1
2935.5,1493.3,3.65,69.3,29.1,24.3,1
2973.9,1594.8,5.12,67.5,31.7,12.2,1
3030.9,1720.7,3.33,67.4,24.3,29.0,1
2647.1,1213.9,5.44,63.0,27.8,23.2,1
1399.9,805.3,4.86,54.5,27.6,22.0,0
3343.4,2452.9,3.31,84.9,29.3,18.1,1
1397.6,638.2,5.77,55.4,34.5,2.0,0
2411.8,1665.7,5.91,60.1,28.7,11.0,1
1672.0,1220.2,6.53,52.7,26.7,12.3,0
2155.1,974.2,7.01,51.1,28.4,0.0,0
2430.1,912.3,6.43,60.2,28.0,10.4,0
2425.0,1421.6,5.6,52.9,25.8,14.9,1
2495.3,1208.5,4.09,61.4,28.9,7.1,1
3329.6,2577.9,1.9,82.7,27.8,16.5,1
2517.5,1395.1,2.71,68.9,30.3,14.6,1
2029.1,920.7,4.72,55.5,29.9,15.4,0
2874.9,1185.4,5.84,50.6,29.5,9.4,0
3032.6,2064.6,3.7,66.7,27.0,21.6,1
1340.7,645.5,6.47,43.1,26.6,12.5,0
2618.2,1453.8,5.39,59.6,29.2,16.6,0
2690.8,1788.6,4.04,67.0,26.2,14.3,1
1991.7,979.7,5.15,48.4,25.7,5.6,0
3163.0,1722.2,3.66,75.9,29.2,28.0,1
2095.0,1148.1,5.12,50.1,27.5,18.3,0
2287.9,1446.0,4.0,70.8,29.4,22.3,1
2078.8,1290.7,5.62,67.4,31.6,14.9,0
2210.9,1157.6,4.67,63.6,26.5,13.6,1
1432.6,798.9,7.57,48.4,30.5,15.5,0
1192.0,602.4,7.19,51.5,25.2,0.4,0
3316.2,1235.9,5.21,51.8,33.8,8.4,1
1607.1,933.6,4.37,60.1,25.8,8.5,0
1506.0,1170.3,5.23,57.9,27.8,12.0,0
692.6,307.5,7.78,42.4,35.3,4.5,0
1752.7,801.4,5.98,45.3,29.5,14.6,0
1273.8,567.5,8.02,34.1,27.1,11.7,0
3349.4,2133.4,5.04,67.3,29.3,28.5,1
2906.9,1755.2,3.18,74.3,30.1,32.9,1
1718.3,912.4,5.3,51.9,28.0,5.6,0
3776.7,1661.1,5.06,65.1,26.6,18.4,1
2887.2,1620.0,4.34,69.4,27.0,18.1,1
1972.6,714.6,4.7,62.1,29.7,12.0,0
450.4,255.5,5.93,52.0,25.7,3.0,0
3803.7,2489.8,3.39,73.3,25.8,16.7,1
1227.3,490.7,5.94,36.1,36.2,12.2,0
1048.2,383.8,6.18,60.2,28.4,4.5,0
2915.8,2156.3,2.26,87.5,25.3,21.3,1
3907.8,1862.4,1.78,70.4,24.2,17.2,1
3169.0,2174.9,4.08,66.6,28.9,21.3,1
2594.7,1379.2,3.9,67.5,32.5,10.2,1
2616.3,1388.1,6.28,61.2,32.4,16.9,1
2797.4,1685.7,3.96,65.8,24.4,12.3,1
2731.3,1212.5,3.92,64.4,30.7,15.9,1
2396.8,1356.4,5.2,63.3,33.2,23.8,1
2272.9,1146.1,5.25,50.9,30.9,16.1,0
2156.2,844.2,5.3,51.3,31.5,14.8,0
1672.2,987.4,5.68,59.5,28.3,18.5,0
2003.5,1038.6,4.42,59.4,30.3,5.5,1
1014.9,539.1,5.02,50.0,34.5,21.4,0
2131.2,862.7,6.75,59.2,31.0,6.6,0
1508.0,1117.4,5.95,55.4,25.7,19.7,0
1427.5,935.3,5.35,55.8,28.5,17.8,0
2325.9,1548.4,6.03,44.1,32.1,11.4,0
3174.4,1629.6,5.07,62.9,29.2,23.4,1
2842.8,973.7,6.03,59.9,30.1,16.6,1
1100.6,863.3,5.32,51.2,28.4,24.3,0
1507.3,817.9,6.32,50.1,33.7,13.8,0
2858.5,1315.3,5.03,54.4,34.0,14.9,1
1512.3,907.4,5.11,60.3,33.7,10.1,0
2042.8,1409.6,4.74,65.4,33.1,5.6,0
2585.0,1414.6,4.48,67.2,27.7,14.2,1
1522.2,1070.7,6.72,46.5,28.1,12.5,0
2273.8,1546.1,5.07,63.3,28.0,18.4,0
1266.2,532.9,5.22,46.7,30.9,2.5,0
1779.0,834.6,4.84,51.4,34.4,11.3,0
2423.8,1611.6,4.47,61.6,31.8,20.7,1
1084.9,243.5,8.4,41.8,33.1,13.4,0
2508.3,1334.6,3.93,66.1,24.7,4.5,1
2186.3,827.1,6.45,41.5,25.0,17.0,0
2586.7,1274.8,3.89,70.7,29.8,13.8,0
2356.7,1211.7,4.53,61.9,31.9,13.8,1
3154.9,1599.6,4.69,64.9,28.1,3.0,1
2287.7,1106.6,6.09,62.8,35.2,23.3,0
1899.4,794.6,6.85,43.8,26.9,13.6,0
2285.6,1885.7,3.68,65.6,24.1,9.6,1
2580.3,1997.4,6.11,70.7,25.4,21.7,1
2234.2,917.3,5.16,62.6,27.8,15.3,0
2228.4,1648.7,4.0,65.6,29.8,24.8,1
1708.6,857.8,6.71,56.2,28.8,11.0,0
1736.0,981.7,5.43,51.9,25.1,13.7,0
1218.2,660.7,7.22,53.3,33.2,7.9,0
3424.7,1612.5,3.1,75.4,23.0,20.8,1
1329.3,888.1,6.44,59.9,26.8,8.4,0
1715.0,969.1,5.78,54.7,24.9,8.2,0
1697.1,836.4,6.55,57.2,30.7,12.4,0
2826.4,1112.1,6.62,60.9,30.0,7.0,0
1993.5,882.7,4.61,56.9,35.7,22.7,0
3073.4,1085.0,5.94,63.7,32.3,25.8,1
1728.6,953.2,4.02,61.6,34.1,10.7,0
2395.3,973.4,4.79,54.5,30.6,5.2,0
1615.3,836.9,4.89,57.0,27.2,14.8,0
3701.6,2644.5,3.34,79.3,26.3,20.2,1
1368.7,949.7,6.03,49.4,31.6,20.5,0
2416.9,1319.9,4.97,59.1,31.1,10.8,1
2643.6,1426.4,4.96,62.0,27.3,19.4,1
2489.7,1930.9,5.14,60.4,29.1,19.7,1
2070.3,1268.0,5.25,65.1,26.3,11.2,1
2109.1,1077.1,7.44,40.3,26.4,15.6,0
2230.7,845.2,6.1,69.6,26.7,18.1,0
2097.1,1252.5,4.46,68.7,29.2,15.7,1
2874.7,1867.2,3.77,67.8,24.2,19.3,1
3747.4,1777.0,4.72,68.0,26.7,12.9,1
1809.8,1058.6,4.39,58.5,32.3,20.9,1
1241.1,628.5,5.85,46.3,27.5,17.9,0
2138.2,1128.8,6.03,58.9,27.9,12.0,0
4005.8,1007.3,5.48,55.0,29.9,13.0,1
1637.4,857.0,4.84,52.9,30.8,21.4,0
3347.4,2230.4,2.2,76.1,25.4,13.9,1
3374.4,1600.2,5.12,57.3,30.7,20.8,1
1812.5,1008.3,6.41,56.1,31.5,10.4,0
2598.3,1193.4,6.04,59.7,32.7,25.5,1
3339.9,1981.4,3.92,71.9,27.2,19.7,1
1934.6,1013.8,7.2,54.6,28.1,21.4,0
2057.5,899.7,5.13,61.0,27.9,8.6,0
1792.8,1272.7,5.11,57.9,30.0,7.8,0
1489.7,985.4,3.4,56.8,28.6,12.2,0
1745.5,833.3,4.9,60.9,28.4,14.3,0
1343.2,819.0,6.55,52.4,28.8,9.6,0
2223.9,1366.5,6.08,62.8,26.8,20.4,0
1661.0,1041.6,4.84,55.8,30.2,12.7,0
2363.7,819.5,5.68,60.3,25.9,0.2,0
1110.9,745.2,6.9,50.2,31.2,15.6,0
2431.6,1171.2,4.71,66.1,31.4,9.4,1
2783.5,1411.4,3.06,61.6,27.0,13.9,1
804.4,697.0,6.59,45.8,36.2,21.3,0
2461.8,1443.2,5.11,66.8,28.8,26.9,1
3059.4,1540.8,3.99,62.4,23.8,13.4,1
1353.3,386.2,6.09,49.8,30.3,13.7,0
3370.8,2416.1,3.38,61.6,26.7,18.5,1
2493.3,968.8,3.52,55.3,31.1,11.8,0
1706.5,733.1,6.99,48.8,29.6,8.6,0
2161.0,1102.6,5.8,50.9,26.4,4.0,0
2590.8,1865.3,5.59,66.0,24.5,19.2,1
2253.2,1448.3,5.71,59.3,26.7,18.0,0
2577.1,1368.6,4.65,61.2,27.2,11.8,1
1555.5,913.1,6.18,46.1,26.5,19.7,0
2318.6,1108.2,5.67,59.3,27.3,11.7,1
1210.4,686.0,6.25,59.0,32.4,8.1,0
2122.1,1185.9,5.36,60.3,34.2,17.9,0
1567.3,1044.2,6.0,61.3,31.9,4.7,0
1685.1,1122.4,4.63,64.2,33.4,19.9,0
3065.3,1867.6,2.76,76.8,30.7,16.3,1
2963.9,1501.3,3.85,74.8,31.1,22.5,1
2626.4,1678.3,4.77,63.4,27.2,25.3,1
1435.4,773.6,5.25,47.8,30.7,16.3,0
1978.5,831.3,4.41,57.8,28.8,7.9,0
3049.2,1529.5,4.7,68.3,27.8,9.2,1
2299.2,1287.9,4.4,64.9,29.3,6.8,0
3823.5,2520.6,2.06,90.9,28.4,29.0,1
2475.3,1306.9,4.72,60.6,30.3,14.7,1
2334.4,945.2,6.66,57.4,29.4,9.8,0
1983.6,1104.5,6.78,51.5,29.6,13.5,0
2293.5,1292.6,3.15,73.1,30.3,21.9,1
2093.3,1198.0,4.91,56.8,31.3,19.5,0
2695.7,1780.2,5.03,66.1,23.4,20.8,1
2869.7,1929.2,4.6,68.2,24.4,22.9,1
1649.8,789.8,6.12,48.5,33.5,13.6,0
1268.1,603.7,5.59,45.1,30.4,13.3,0
914.7,388.9,6.22,43.0,29.8,11.5,0
2555.6,1619.9,4.65,57.3,27.5,17.3,1
1427.6,1033.4,6.02,51.5,28.8,18.4,0
693.0,354.9,7.15,57.3,32.9,12.2,0
2472.0,1288.0,4.19,64.7,25.7,10.1,1
3945.1,2864.2,1.2,90.6,25.5,27.5,1
2195.8,1340.9,4.38,68.1,29.7,17.1,1
2786.9,1678.7,4.45,77.4,29.4,21.3,1
2257.3,918.9,5.25,43.8,30.6,12.6,0
2130.8,1345.5,6.63,53.8,30.5,20.6,0
2843.4,1246.8,5.32,54.8,27.4,14.8,1
1996.8,826.5,5.43,50.2,27.3,17.1,0
2387.2,1213.6,4.02,57.3,36.6,12.2,1
2425.2,1163.4,6.01,55.6,28.4,12.3,0
1732.3,906.7,5.46,55.6,29.4,16.8,0
2894.4,1091.4,5.5,57.4,31.5,12.2,1
2077.5,1381.7,4.47,57.4,33.6,29.1,1
1671.0,1145.2,5.94,44.9,27.7,17.9,0
2575.6,814.7,5.87,46.8,27.1,12.8,0
1571.1,1048.6,5.6,53.2,25.9,18.9,0
2219.7,1005.0,5.09,54.3,34.5,10.9,0
2193.6,1432.1,4.05,55.7,25.6,21.7,0
2960.1,1603.8,6.91,62.3,28.3,22.5,1
2532.3,1401.5,4.24,55.2,25.9,23.5,1
2182.5,1151.9,5.47,57.3,25.0,11.9,0
2772.4,1928.1,3.01,63.9,26.7,11.7,1
3173.1,1273.2,3.83,54.9,26.3,11.6,1
2590.5,1613.7,5.13,57.5,26.2,15.5,1
2207.2,1505.7,4.89,62.7,34.6,26.6,1
1281.7,815.1,7.21,47.6,31.4,25.8,0
1454.4,1205.7,5.12,64.4,32.0,17.0,0
1986.3,966.4,5.29,57.6,32.3,13.6,0
1773.3,1179.1,4.5,58.1,29.0,12.6,0
2069.1,1111.7,6.88,52.7,28.1,19.3,0
2239.7,1563.3,5.17,66.8,29.2,30.1,1
2570.8,1411.6,3.55,66.3,29.3,26.8,1
2150.7,1082.8,5.36,57.9,27.8,21.0,0
2540.6,1795.5,3.64,77.8,28.3,25.0,1
2245.1,1102.4,4.89,60.1,27.4,19.3,1
817.2,310.9,6.91,50.4,30.8,9.5,0
1542.5,752.7,6.55,52.6,29.3,7.9,0
2099.1,1310.5,4.57,64.6,25.2,15.4,1
1353.2,970.3,5.69,50.5,22.7,16.1,0
2620.0,1475.9,6.12,60.4,25.8,7.7,1
3271.5,2316.8,3.93,78.5,32.1,20.3,1
3053.1,1181.6,5.14,60.6,28.4,9.8,1
2050.6,1018.8,3.98,59.1,32.0,19.9,0
3243.5,1671.6,4.22,72.9,21.8,14.3,1
2304.1,1235.6,6.29,50.9,26.2,17.0,0
1964.0,1100.0,3.57,51.4,25.4,10.1,0
1770.6,1120.6,5.43,59.0,28.8,24.0,0
1988.3,987.4,5.52,51.2,37.0,3.4,0
1928.3,1092.7,3.78,77.4,30.9,17.1,0
2319.3,1263.1,4.15,62.9,34.2,7.6,1
2312.4,1014.9,5.42,55.5,28.9,10.7,0
2202.1,1181.1,6.56,55.5,33.4,16.0,0
2505.9,1335.0,4.81,58.1,35.2,17.2,1
3033.5,1608.3,5.27,65.5,28.0,18.6,1
2864.7,1586.5,3.86,65.6,26.8,18.0,1
1160.6,648.9,6.91,47.5,26.6,7.9,0
412.3,205.4,6.97,41.6,30.6,8.2,0
2854.0,2005.6,3.56,79.6,27.7,19.7,1
1243.2,509.3,5.77,56.3,36.9,12.1,0
2042.7,946.7,6.03,56.4,26.0,13.0,0
1380.9,1220.2,3.67,51.1,29.4,19.3,0
938.6,399.3,5.17,49.5,25.6,10.8,0
2579.0,999.5,5.21,65.0,28.4,14.9,1
2731.4,1743.0,2.08,75.6,29.0,15.7,1
1796.4,540.3,5.56,52.9,32.3,4.8,0
400.0,208.7,6.21,51.8,33.3,10.1,0
1817.6,1467.7,4.06,63.4,29.8,23.6,0
2474.3,902.1,4.88,57.9,31.7,15.8,0
1164.8,363.6,7.1,41.6,31.3,5.2,0
2328.4,861.7,6.44,55.3,26.9,17.8,0
2189.3,1440.1,3.47,70.6,23.2,14.2,1
2605.5,1784.7,4.0,64.5,26.3,22.5,1
2283.7,1115.6,5.11,52.4,29.0,12.2,0
1518.9,959.9,3.62,55.7,33.6,15.6,0
3037.6,2177.4,3.77,72.9,26.7,17.3,1
2089.0,1597.0,5.01,69.0,27.8,14.2,1
2180.9,1135.0,6.31,55.1,30.6,5.1,0
1546.7,423.5,5.07,57.0,30.2,13.5,0
1889.7,853.2,5.31,45.7,32.5,15.1,0
1580.6,788.4,5.37,59.9,36.1,15.1,0
2078.9,1078.8,6.38,52.4,36.1,15.8,0
3398.2,1792.4,5.08,57.4,28.2,13.7,1
1239.7,848.3,5.91,54.8,31.1,18.6,0
1070.5,752.5,6.96,50.3,35.0,18.3,0
3229.8,1709.9,4.22,60.2,27.6,13.0,1
2053.5,1400.1,5.39,51.9,30.8,19.2,0
1731.6,1026.7,6.8,56.1,26.2,19.1,0
2927.9,1633.0,3.9,71.5,27.3,14.5,1
1776.1,1170.0,3.98,61.9,32.8,12.9,0
3478.2,1943.2,3.39,70.9,25.4,22.3,1
2674.5,2131.4,2.69,76.4,26.7,11.1,1
1858.5,701.4,6.32,50.9,25.7,5.5,0
3710.1,1811.2,4.06,59.9,33.9,12.4,1
1776.0,949.8,6.43,46.4,33.6,2.6,0
2719.5,1639.1,3.96,64.5,28.8,23.9,1
2409.5,1691.8,2.74,65.6,29.7,5.7,1
3111.2,1702.1,4.24,71.9,29.3,19.8,1
3293.1,1249.2,4.91,64.2,33.3,20.0,1
2222.4,1447.0,4.94,66.4,27.1,14.5,1
1672.6,1071.5,4.99,55.2,31.7,10.1,0
2522.0,799.4,5.82,44.3,33.4,14.0,0
1725.6,948.3,5.76,57.4,33.5,13.4,0
3609.4,1296.4,6.03,63.5,22.3,21.4,1
2295.6,1079.5,6.41,42.6,27.7,0.0,0
1944.3,858.7,6.45,48.5,27.0,7.4,0
2329.3,1507.3,4.71,59.5,29.0,20.0,1
1257.0,709.0,4.73,51.9,24.3,12.4,0
1519.9,601.5,7.31,44.6,24.5,15.9,0
3040.3,1993.2,4.61,71.1,34.0,21.0,1
1740.2,657.7,6.76,49.1,32.3,10.9,0
1467.2,865.1,5.68,52.6,30.4,11.1,0
2575.7,1165.0,6.03,54.0,30.4,28.6,0
3030.0,1533.5,5.62,60.3,28.9,26.0,1
2703.3,1650.4,6.19,59.5,31.2,20.4,1
2897.2,1774.8,4.86,70.2,26.0,18.6,1
1670.2,1186.6,5.03,62.1,29.8,18.0,0
1204.7,650.7,5.39,45.6,31.2,16.7,0
3250.9,1907.6,3.5,79.1,24.5,21.4,1
1974.1,982.1,5.9,53.5,33.6,9.1,0
2024.4,1157.6,5.19,67.4,28.0,25.3,0
3129.7,1886.4,5.4,65.8,30.7,20.3,1
2589.4,1393.6,5.65,49.7,29.2,28.0,0
2519.1,840.3,7.31,55.6,35.0,13.9,0
3715.5,2191.3,2.03,75.9,23.9,19.0,1
1749.5,1038.8,5.78,56.5,26.4,22.2,0
2849.5,1334.6,4.6,57.1,26.2,17.4,1
2239.9,886.7,4.21,53.7,30.4,13.9,0
2388.0,1736.3,4.35,64.2,32.7,10.7,1
3269.9,1991.3,2.83,69.5,32.2,23.3,1
2555.5,1335.3,4.49,66.0,22.0,12.7,1
2576.8,1065.7,5.37,57.9,30.3,11.4,1
2950.8,1331.9,5.61,64.6,19.3,12.7,1
1944.5,1373.4,3.8,60.2,31.2,18.5,0
1612.6,913.5,6.54,52.3,33.3,4.0,0
1468.6,710.7,6.58,44.2,30.3,10.8,0
823.6,503.3,7.34,45.7,31.1,16.8,0
3639.3,1646.0,5.5,45.9,28.5,9.9,1
1427.8,1042.4,4.64,52.8,27.3,15.0,0
2045.1,1456.8,3.83,62.4,30.0,12.5,1
2006.2,991.1,4.27,59.0,29.0,11.2,0
2415.2,1146.1,5.78,56.4,32.2,24.5,0
2771.0,653.5,7.14,52.4,30.2,1.8,0
2802.3,1043.1,5.92,43.3,27.0,18.6,0
1791.8,697.5,6.56,50.6,25.8,9.1,0
2083.0,1179.5,4.72,48.5,23.7,11.6,0
2397.8,1224.9,5.8,52.0,33.1,8.3,0
2025.9,787.2,6.5,51.2,28.8,17.0,0
3325.1,1716.6,2.64,74.6,29.1,16.7,1
2543.7,1553.3,4.28,66.6,33.8,15.0,1
2714.4,1664.9,4.98,66.3,26.5,18.2,1
2664.0,857.9,3.43,53.4,28.2,11.9,0
3021.4,1615.3,5.87,61.1,27.9,5.2,1
2326.7,893.5,6.22,50.8,30.0,10.2,0
1292.2,850.5,6.17,55.9,35.7,18.2,0
2479.8,1597.2,4.78,56.8,33.0,8.1,1
1744.1,771.3,4.28,55.7,32.1,5.9,0
1830.0,838.3,6.39,50.8,34.4,10.2,0
2610.5,1291.3,4.63,65.2,28.5,11.0,1
3066.8,857.7,5.39,59.2,30.9,12.7,1
2214.9,1307.5,6.59,50.5,28.1,8.9,0
2416.2,1249.8,5.96,56.2,25.3,12.8,0
3391.6,2260.2,5.32,70.4,30.4,20.6,1
2368.5,990.5,6.43,44.7,31.3,17.6,0
4021.2,1912.9,3.88,63.9,27.7,26.4,1
2595.9,958.4,4.42,69.7,29.8,11.9,0
967.5,415.5,6.58,50.2,26.5,21.7,0
2727.3,1113.2,5.35,69.0,26.5,13.3,1
2466.8,1651.6,2.92,70.9,29.2,22.4,1
3102.8,1446.6,5.1,58.3,27.1,27.9,1
2671.2,1509.0,6.13,61.4,27.9,17.5,1
2103.1,1060.6,4.99,60.2,29.3,5.8,0
1343.0,534.1,6.87,51.0,28.7,11.6,0
2053.7,1088.0,6.02,53.6,26.6,10.5,0
1604.6,997.9,6.93,46.6,24.9,12.1,0
1793.6,726.5,3.96,71.1,29.9,24.1,0
2612.0,1690.2,3.79,65.7,30.0,10.3,1
3368.9,1509.4,4.83,61.8,23.6,18.4,1
2476.3,1218.4,3.89,59.8,29.1,9.7,1
1362.9,836.4,5.69,51.7,30.9,10.9,0
2511.2,1181.2,5.38,59.3,26.3,19.2,0
3037.6,1684.4,5.27,74.2,32.4,19.5,1
1773.2,908.3,6.06,53.5,28.8,11.8,0
2106.2,1191.1,6.2,51.7,29.0,10.9,0
2210.3,584.2,7.22,48.2,30.2,13.2,0
1650.6,545.4,5.71,45.8,25.4,21.4,0
2653.8,1655.7,3.7,74.6,31.2,12.1,1
2115.3,1426.7,6.26,69.4,25.9,27.6,0
2493.7,1099.1,5.25,57.9,28.8,21.5,0
1578.8,822.1,7.26,45.2,31.9,20.9,0
1893.8,1108.6,6.63,50.1,33.8,16.2,0
2705.7,1713.2,3.15,67.0,24.8,24.8,1
1939.0,594.7,6.31,51.4,29.3,5.3,0
3408.9,1512.4,4.95,61.5,32.7,12.6,1
1920.3,979.5,6.03,52.5,31.2,18.2,0
2357.3,1495.4,4.35,59.9,30.6,18.3,1
2852.8,2424.4,2.26,78.0,23.3,21.0,1
1207.1,630.9,6.77,35.6,29.4,0.0,0
967.4,368.7,6.97,39.2,30.7,7.5,0
1132.0,677.3,7.28,46.9,27.9,4.8,0
3083.8,2184.9,4.49,81.6,22.0,23.4,1
1813.7,1021.0,6.95,51.2,28.1,12.7,0
3990.7,1760.7,4.87,68.8,32.0,14.3,1
1805.0,1200.3,4.3,60.2,29.4,30.7,0
2329.2,1466.5,3.88,70.8,32.8,22.6,1
3279.5,1399.9,4.5,69.6,29.3,22.3,1
3604.3,2147.3,3.13,73.4,24.8,33.5,1
3643.1,2439.6,3.78,75.5,30.3,26.8,1
3045.9,2107.2,4.53,69.1,27.8,15.4,1
2916.8,1581.0,5.09,63.4,31.3,11.7,1
2614.8,1325.8,5.99,58.2,25.8,21.4,1
2744.9,1913.9,3.04,73.4,30.7,6.6,1
1814.2,734.3,6.54,54.1,33.5,11.7,0
1627.3,980.6,4.76,59.0,30.6,0.6,0
2197.6,847.4,4.5,60.9,27.6,13.4,0
2080.9,1410.5,4.49,73.3,28.6,21.2,1
1882.7,977.2,6.49,56.1,31.6,15.3,0
2687.5,1887.2,3.97,76.3,28.4,24.4,1
2868.7,1747.0,4.44,65.3,29.8,29.8,1
2261.9,912.0,5.43,61.4,33.0,12.4,0
3234.3,2331.8,2.97,83.0,24.7,38.2,1
